Biome list:
-----------------------------------------------------------------------------------------------------------------------------------------------
 index | biomeID | biomeName                | color                   | waterColorMultiplier    |    temperature |       rainfall |  enableSnow
    32 |      32 | Mega Taiga               | 0x00596651 (   5858897) | 0x00FFFFFF (  16777215) |       0.300000 |       0.800000 |       false
    33 |      33 | Mega Taiga Hills         | 0x00454F3E (   4542270) | 0x00FFFFFF (  16777215) |       0.300000 |       0.800000 |       false
    34 |      34 | Extreme Hills+           | 0x00507050 (   5271632) | 0x00FFFFFF (  16777215) |       0.200000 |       0.300000 |       false
    35 |      35 | Savanna                  | 0x00BDB25F (  12431967) | 0x00FFFFFF (  16777215) |       1.200000 |       0.000000 |       false
    36 |      36 | Savanna Plateau          | 0x00A79D64 (  10984804) | 0x00FFFFFF (  16777215) |       1.000000 |       0.000000 |       false
    37 |      37 | Mesa                     | 0x00D94515 (  14238997) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
    38 |      38 | Mesa Plateau F           | 0x00B09765 (  11573093) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
    39 |      39 | Mesa Plateau             | 0x00CA8C65 (  13274213) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
    40 |      40 | Binary Biome             | 0x00000000 (         0) | 0x0000FF00 (     65280) |       0.500000 |       0.500000 |       false
    41 |      41 | Arctic                   | 0x00DDDDDD (  14540253) | 0x00FFFFFF (  16777215) |       0.050000 |       0.500000 |        true
    42 |      42 | Bamboo Forest            | 0x00A3E053 (  10739795) | 0x00FFFFFF (  16777215) |       1.200000 |       0.900000 |       false
    43 |      43 | Bayou                    | 0x008BAF6B (   9154411) | 0x00FFD932 (  16767282) |       0.800000 |       0.900000 |       false
    44 |      44 | Bog                      | 0x00D8935F (  14193503) | 0x00FFFFFF (  16777215) |       0.500000 |       0.900000 |       false
    45 |      45 | Boreal Forest            | 0x009FB771 (  10467185) | 0x00FFFFFF (  16777215) |       0.500000 |       0.600000 |       false
    46 |      46 | Brushland                | 0x00C9C17F (  13222271) | 0x00FFFFFF (  16777215) |       1.200000 |       0.100000 |       false
    47 |      47 | Canyon                   | 0x00B49C70 (  11836528) | 0x00FFFFFF (  16777215) |       1.000000 |       0.300000 |       false
    48 |      48 | Chaparral                | 0x00C0D85D (  12638301) | 0x00FFFFFF (  16777215) |       0.800000 |       0.600000 |       false
    49 |      49 | Cherry Blossom Grove     | 0x00F88F8F (  16289679) | 0x00FFFFFF (  16777215) |       0.600000 |       0.800000 |       false
    50 |      50 | Coniferous Forest        | 0x00528F60 (   5410656) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
    51 |      51 | Snowy Coniferous Forest  | 0x00FFFFFF (  16777215) | 0x00FFFFFF (  16777215) |       0.000000 |       0.500000 |        true
    52 |      52 | Crag                     | 0x004F7D71 (   5209457) | 0x000E6A35 (    944693) |       1.000000 |       0.000000 |       false
    53 |      53 | Dead Forest              | 0x00BCA165 (  12362085) | 0x00FFFFFF (  16777215) |       0.400000 |       0.300000 |        true
    54 |      54 | Dead Swamp               | 0x008BAF48 (   9154376) | 0x00A2AD51 (  10661201) |       0.700000 |       0.900000 |       false
    55 |      55 | Deciduous Forest         | 0x00C1B749 (  12695369) | 0x00FFFFFF (  16777215) |       0.600000 |       0.800000 |       false
    56 |      56 | Dense Forest             | 0x007DD671 (   8246897) | 0x00FFFFFF (  16777215) |       0.700000 |       0.700000 |       false
    57 |      57 | Eucalyptus Forest        | 0x0084D168 (   8704360) | 0x00FFFFFF (  16777215) |       0.900000 |       1.000000 |       false
    58 |      58 | Fen                      | 0x00BAC481 (  12240001) | 0x00FFFFFF (  16777215) |       0.400000 |       0.400000 |       false
    59 |      59 | Flower Field             | 0x003DB53D (   4044093) | 0x00FFFFFF (  16777215) |       0.600000 |       0.700000 |       false
    60 |      60 | Frost Forest             | 0x00ABD6BC (  11261628) | 0x00FFFFFF (  16777215) |       0.000000 |       0.500000 |        true
    61 |      61 | Fungi Forest             | 0x00F0F970 (  15792496) | 0x0000FF2E (     65326) |       0.900000 |       1.000000 |       false
    62 |      62 | Garden                   | 0x0074D374 (   7656308) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
    63 |      63 | Grassland                | 0x007FDB7D (   8379261) | 0x00FFFFFF (  16777215) |       0.600000 |       0.700000 |       false
    64 |      64 | Grove                    | 0x00517F51 (   5341009) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
    65 |      65 | Heathland                | 0x00CEC577 (  13550967) | 0x00FFFFFF (  16777215) |       0.800000 |       0.200000 |       false
    66 |      66 | Highland                 | 0x007CAD66 (   8170854) | 0x00FFFFFF (  16777215) |       0.500000 |       0.800000 |       false
    67 |      67 | Jade Cliffs              | 0x008ACC6A (   9096298) | 0x00FFFFFF (  16777215) |       0.800000 |       0.900000 |       false
    68 |      68 | Land of Lakes            | 0x0066A06E (   6725742) | 0x00FFFFFF (  16777215) |       0.500000 |       0.900000 |       false
    69 |      69 | Lavender Fields          | 0x00A864CC (  11035852) | 0x00FFFFFF (  16777215) |       0.600000 |       0.700000 |       false
    70 |      70 | Lush Desert              | 0x008AA92D (   9087277) | 0x00FFFFFF (  16777215) |       1.100000 |       0.500000 |       false
    71 |      71 | Lush Swamp               | 0x0057AE34 (   5746228) | 0x00FFFFFF (  16777215) |       0.700000 |       1.000000 |       false
    72 |      72 | Maple Woods              | 0x006AA369 (   6988649) | 0x00FFFFFF (  16777215) |       0.200000 |       0.800000 |       false
    73 |      73 | Marsh                    | 0x0066A06E (   6725742) | 0x00FFFFFF (  16777215) |       0.500000 |       0.900000 |       false
    74 |      74 | Meadow                   | 0x0063B26D (   6533741) | 0x00FFFFFF (  16777215) |       0.700000 |       0.700000 |       false
    75 |      75 | Moor                     | 0x00619365 (   6394725) | 0x00588276 (   5800566) |       0.500000 |       1.000000 |       false
    76 |      76 | Mountain                 | 0x0080A355 (   8430421) | 0x00FFFFFF (  16777215) |       0.500000 |       0.100000 |       false
    77 |      77 | Mystic Grove             | 0x0069CFDB (   6934491) | 0x00FF107A (  16715898) |       0.700000 |       1.000000 |       false
    78 |      78 | Ominous Woods            | 0x003F4151 (   4145489) | 0x001E1B26 (   1973030) |       0.500000 |       0.900000 |       false
    79 |      79 | Orchard                  | 0x00D5FF6D (  14024557) | 0x00FFFFFF (  16777215) |       0.700000 |       0.700000 |       false
    80 |      80 | Origin Valley            | 0x009DCC6D (  10341485) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
    81 |      81 | Outback                  | 0x00A57644 (  10843716) | 0x00FFFFFF (  16777215) |       1.300000 |       0.050000 |       false
    82 |      82 | Prairie                  | 0x00C8E580 (  13165952) | 0x00FFFFFF (  16777215) |       0.800000 |       0.300000 |       false
    83 |      83 | Rainforest               | 0x0014E26F (   1368687) | 0x00FFFFFF (  16777215) |       1.000000 |       1.000000 |       false
    84 |      84 | Redwood Forest           | 0x006DAA3C (   7187004) | 0x00FFFFFF (  16777215) |       0.700000 |       0.700000 |       false
    85 |      85 | Sacred Springs           | 0x0000995B (     39259) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
    86 |      86 | Seasonal Forest          | 0x00BEC44C (  12502092) | 0x00FFFFFF (  16777215) |       0.500000 |       0.800000 |       false
    87 |      87 | Shield                   | 0x00647F38 (   6586168) | 0x00FFFFFF (  16777215) |       0.500000 |       0.800000 |       false
    88 |      88 | Shrubland                | 0x007CA35E (   8168286) | 0x00FFFFFF (  16777215) |       0.600000 |       0.050000 |       false
    89 |      89 | Sludgepit                | 0x00746429 (   7627817) | 0x00AF9200 (  11506176) |       0.800000 |       0.900000 |       false
    90 |      90 | Steppe                   | 0x00CCAB5F (  13413215) | 0x00FFFFFF (  16777215) |       0.700000 |       0.050000 |       false
    91 |      91 | Temperate Rainforest     | 0x00BBDD63 (  12311907) | 0x00FFFFFF (  16777215) |       0.800000 |       1.200000 |       false
    92 |      92 | Thicket                  | 0x006E9941 (   7248193) | 0x00FFFFFF (  16777215) |       0.600000 |       0.200000 |       false
    93 |      93 | Tropical Rainforest      | 0x0088E140 (   8970560) | 0x005DFF00 (   6160128) |       1.200000 |       1.000000 |       false
    94 |      94 | Tundra                   | 0x00AD8456 (  11371606) | 0x00FFFFFF (  16777215) |       0.200000 |       0.500000 |       false
    95 |      95 | Wasteland                | 0x005A5440 (   5919808) | 0x00E5FF00 (  15073024) |       1.000000 |       0.050000 |       false
    96 |      96 | Wetland                  | 0x004F9657 (   5215831) | 0x00636084 (   6512772) |       0.600000 |       0.900000 |       false
    97 |      97 | Woodland                 | 0x0084A92D (   8694061) | 0x00FFFFFF (  16777215) |       0.600000 |       0.400000 |       false
    98 |      98 | Xeric Shrubland          | 0x00E2CDA5 (  14863781) | 0x00FFFFFF (  16777215) |       1.000000 |       0.200000 |       false
    99 |      99 | Coral Reef               | 0x0000476D (     18285) | 0x00FFFFFF (  16777215) |       0.500000 |       0.900000 |       false
   100 |     100 | Kelp Forest              | 0x00006B4C (     27468) | 0x00FFFFFF (  16777215) |       0.500000 |       0.900000 |       false
   101 |     101 | Tropics                  | 0x0021BE02 (   2211330) | 0x00FFFFFF (  16777215) |       1.200000 |       1.000000 |       false
   102 |     102 | Volcano                  | 0x00656565 (   6645093) | 0x00FFFFFF (  16777215) |       2.000000 |       0.050000 |       false
   103 |     103 | Mangrove                 | 0x006EA559 (   7251289) | 0x00FFFFFF (  16777215) |       0.800000 |       0.900000 |       false
   104 |     104 | Alps                     | 0x00CCCCCC (  13421772) | 0x00FFFFFF (  16777215) |       0.000000 |       0.500000 |        true
   105 |     105 | Canyon Ravine            | 0x008E7B59 (   9337689) | 0x00FFFFFF (  16777215) |       1.000000 |       0.300000 |       false
   106 |     106 | Glacier                  | 0x00B0BBD9 (  11582425) | 0x00FFFFFF (  16777215) |       0.000000 |       0.200000 |        true
   107 |     107 | Land of Lakes Marsh      | 0x0066A06E (   6725742) | 0x00FFFFFF (  16777215) |       0.500000 |       0.900000 |       false
   108 |     108 | Meadow Forest            | 0x0054965B (   5543515) | 0x00FFFFFF (  16777215) |       0.700000 |       0.700000 |       false
   109 |     109 | Oasis                    | 0x0075AE1B (   7712283) | 0x00FFFFFF (  16777215) |       2.000000 |       0.300000 |       false
   110 |     110 | Quagmire                 | 0x00503A2B (   5257771) | 0x00CC5100 (  13390080) |       0.800000 |       0.900000 |       false
   111 |     111 | Scrubland                | 0x00AEA42A (  11445290) | 0x00FFFFFF (  16777215) |       1.200000 |       0.000000 |       false
   112 |     112 | Seasonal Forest Clearing | 0x00CFD361 (  13620065) | 0x00FFFFFF (  16777215) |       0.500000 |       0.800000 |       false
   113 |     113 | Silkglades               | 0x00CCC9AD (  13420973) | 0x00FFFF77 (  16777079) |       0.500000 |       0.900000 |       false
   114 |     114 | Spruce Woods             | 0x00619961 (   6396257) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
   115 |     115 | Corrupted Sands          | 0x00755E4E (   7691854) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   116 |     116 | Phantasmagoric Inferno   | 0x00D96616 (  14247446) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   117 |     117 | Boneyard                 | 0x00EEEABA (  15657658) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   118 |     118 | Visceral Heap            | 0x00A93C3E (  11091006) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   119 |     119 | Undergarden              | 0x00EEEABA (  15657658) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   120 |     120 | Polar Chasm              | 0x00A93C3E (  11091006) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   121 |     121 | Spectral Garden          | 0x00EEEABA (  15657658) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   122 |     122 | Lush River               | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
   123 |     123 | Dry River                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.000000 |       0.000000 |       false
   124 |     124 | Alpine                   | 0x008DACC4 (   9284804) | 0x00FFFFFF (  16777215) |       0.000000 |       0.100000 |        true
   125 |     125 | Autumn Woods             | 0x00F29C11 (  15899665) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
   126 |     126 | Alps Forest              | 0x007A997A (   8034682) | 0x00FFFFFF (  16777215) |       0.000000 |       0.500000 |        true
   127 |     127 | Extreme Jungle           | 0x002C4205 (   2900485) | 0x00FFFFFF (  16777215) |       0.950000 |       0.900000 |       false
   128 |     128 | Forested Hills           | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.800000 |       false
   129 |     129 | Sunflower Plains         | 0x008DB360 (   9286496) | 0x00FFFFFF (  16777215) |       0.800000 |       0.400000 |       false
   130 |     130 | Desert M                 | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   131 |     131 | Extreme Hills M          | 0x00606060 (   6316128) | 0x00FFFFFF (  16777215) |       0.200000 |       0.300000 |       false
   132 |     132 | Flower Forest            | 0x006A7425 (   6976549) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
   133 |     133 | Taiga M                  | 0x000B6659 (    747097) | 0x00FFFFFF (  16777215) |       0.250000 |       0.800000 |       false
   134 |     134 | Swampland M              | 0x0007F9B2 (    522674) | 0x00E0FFAE (  14745518) |       0.800000 |       0.900000 |       false
   135 |     135 | Monochrome Desert        | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   136 |     136 | Burning Mountains        | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   137 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   138 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   139 |     139 | Green Hills              | 0x0068C474 (   6866036) | 0x00FFFFFF (  16777215) |       0.600000 |       0.900000 |       false
   140 |     140 | Ice Plains Spikes        | 0x00D2FFFF (  13828095) | 0x00FFFFFF (  16777215) |       0.000000 |       0.500000 |        true
   141 |     141 | Green Swamplands         | 0x0068C474 (   6866036) | 0x00FFFFFF (  16777215) |       0.700000 |       0.900000 |       false
   142 |     142 | Enchanted Island         | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   143 |     143 | Ice Wasteland            | 0x007DA0B5 (   8233141) | 0x00FFFFFF (  16777215) |       0.000000 |       0.100000 |        true
   144 |     144 | Meadow                   | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   145 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   146 |     146 | Mountainous Desert       | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   147 |     147 | Infested Forest          | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.500000 |       false
   148 |     148 | Red Rock Mountains       | 0x00C4722F (  12874287) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   149 |     149 | Jungle M                 | 0x00537B09 (   5470985) | 0x00FFFFFF (  16777215) |       0.950000 |       0.900000 |       false
   150 |     150 | Mountain Taiga           | 0x000B6659 (    747097) | 0x00FFFFFF (  16777215) |       0.000000 |       0.800000 |       false
   151 |     151 | JungleEdge M             | 0x00628B17 (   6458135) | 0x00FFFFFF (  16777215) |       0.950000 |       0.800000 |       false
   152 |     152 | Pine Forest              | 0x00469C7E (   4627582) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
   153 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   154 |     154 | Redwood Forest           | 0x000BD626 (    775718) | 0x00FFFFFF (  16777215) |       1.100000 |       1.400000 |       false
   155 |     155 | Birch Forest M           | 0x00307444 (   3175492) | 0x00FFFFFF (  16777215) |       0.600000 |       0.600000 |       false
   156 |     156 | Birch Forest Hills M     | 0x001F5F32 (   2055986) | 0x00FFFFFF (  16777215) |       0.600000 |       0.600000 |       false
   157 |     157 | Roofed Forest M          | 0x0040511A (   4215066) | 0x00FFFFFF (  16777215) |       0.700000 |       0.800000 |       false
   158 |     158 | Cold Taiga M             | 0x0031554A (   3233098) | 0x00FFFFFF (  16777215) |      -0.500000 |       0.400000 |        true
   159 |     159 | Lush Redwoods            | 0x004AC758 (   4900696) | 0x00FFFFFF (  16777215) |       1.100000 |       1.400000 |       false
   160 |     160 | Mega Spruce Taiga        | 0x00596651 (   5858897) | 0x00FFFFFF (  16777215) |       0.250000 |       0.800000 |       false
   161 |     160 | Mega Spruce Taiga        | 0x00596651 (   5858897) | 0x00FFFFFF (  16777215) |       0.250000 |       0.800000 |       false
   162 |     162 | Extreme Hills+ M         | 0x00507050 (   5271632) | 0x00FFFFFF (  16777215) |       0.200000 |       0.300000 |       false
   163 |     163 | Savanna M                | 0x00BDB25F (  12431967) | 0x00FFFFFF (  16777215) |       1.100000 |       0.000000 |       false
   164 |     164 | Savanna Plateau M        | 0x00A79D64 (  10984804) | 0x00FFFFFF (  16777215) |       1.000000 |       0.000000 |       false
   165 |     165 | Mesa (Bryce)             | 0x00D94515 (  14238997) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   166 |     166 | Mesa Plateau F M         | 0x00B09765 (  11573093) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   167 |     167 | Mesa Plateau M           | 0x00CA8C65 (  13274213) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   168 |     168 | Savanna                  | 0x00BFA243 (  12558915) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   169 |     169 | Shrubland                | 0x0051B57D (   5354877) | 0x00FFFFFF (  16777215) |       0.400000 |       0.600000 |       false
   170 |     170 | Drop                     | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   171 |     171 | Maze                     | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   172 |     172 | Crystal                  | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   173 |     173 | Compressed               | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   174 |     174 | Bedrock Plains           | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   175 |     175 | Near Nether              | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   176 |     176 | Lava                     | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   177 |     177 | Near Void                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   178 |     178 | Deep World               | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   179 |     179 | Darkness                 | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   180 |     180 | Abandoned Caves          | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   181 |     181 | Mutation                 | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   182 |     182 | Far Void                 | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   183 |     183 | Forgotten                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   184 |     184 | Evil                     | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   185 |     185 | Final Labyrinth          | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.800000 |       0.680000 |       false
   186 |     186 | Snow Forest              | 0x005BA68D (   6006413) | 0x00FFFFFF (  16777215) |       0.250000 |       0.800000 |        true
   187 |     187 | Snowy Rainforest         | 0x00338277 (   3375735) | 0x00FFFFFF (  16777215) |       0.250000 |       1.300000 |        true
   188 |     188 | Temperate Rainforest     | 0x00338235 (   3375669) | 0x00FFFFFF (  16777215) |       0.600000 |       0.900000 |       false
   189 |     189 | Tundra                   | 0x00305A85 (   3168901) | 0x00FFFFFF (  16777215) |       0.000000 |       0.000000 |       false
   190 |     190 | Wasteland                | 0x009E7C41 (  10386497) | 0x00F08000 (  15761408) |       2.000000 |       0.000000 |       false
   191 |     191 | Woodlands                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.600000 |       false
   192 |     192 | Redwood Forest           | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.200000 |       false
   193 |     193 | Rock Mountains           | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.600000 |       0.500000 |       false
   194 |     194 | Sahel                    | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.600000 |       0.100000 |       false
   195 |     195 | Savannah                 | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       1.200000 |       0.100000 |       false
   196 |     196 | Bald Hill                | 0x00000000 (         0) | 0x00FFFFFF (  16777215) |       0.500000 |       0.700000 |       false
   197 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   198 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   199 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   200 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   201 |     201 | Abyssal Shadowland       | 0x001F132F (   2036527) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   202 |     202 | Tainted Shroom Cave      | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   203 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   204 |       0 | <none>                   | 0x00000000 (         0) | 0x00000000 (         0) |       0.000000 |       0.000000 |            
   205 |     205 | Basalt Deltas            | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   206 |     206 | Crimson Forest           | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   207 |     207 | Crystalline Crag         | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   208 |     208 | Foxfire Swamp            | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   209 |     209 | Ruptured Chasm           | 0x00FF5100 (  16732416) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   210 |     210 | Soul Sand Valley         | 0x00FA9418 (  16421912) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   211 |     211 | Warped Forest            | 0x0049907B (   4821115) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
   212 |     212 | Burning Desert           | 0x00FF5100 (  16732416) | 0x00FFFFFF (  16777215) |       2.000000 |       0.000000 |       false
